Nome,Squadra,R,player_link
amian,Spezia,D,https://fbref.com/en/players/bcc81786/Kelvin-Amian
nikolaou,Spezia,D,https://fbref.com/en/players/cf961d8d/Dimitris-Nikolaou
reca,Spezia,D,https://fbref.com/en/players/6213fd82/Arkadiusz-Reca
nzola,Spezia,A,https://fbref.com/en/players/a4948e67/MBala-Nzola
kovalenko,Spezia,C,https://fbref.com/en/players/9d60028d/Viktor-Kovalenko
maggiore,Spezia,C,https://fbref.com/en/players/957e4c87/Giulio-Maggiore
manaj,Spezia,A,https://fbref.com/en/players/7703afb6/Rey-Manaj
gyasi,Spezia,A,https://fbref.com/en/players/f9758dae/Emmanuel-Gyasi
agudelo,Spezia,C,https://fbref.com/en/players/46fa7204/Kevin-Agudelo
erlic,Spezia,D,https://fbref.com/en/players/0fee6bda/Martin-Erlic
provedel,Spezia,P,https://fbref.com/en/players/277da414/Ivan-Provedel
bastoni s,Spezia,D,https://fbref.com/en/players/1ac232b8/Simone-Bastoni
salcedo e,Spezia,A,https://fbref.com/en/players/0489bb30/Eddie-Salcedo
colley e,Spezia,A,https://fbref.com/en/players/bf356094/Ebrima-Colley
zovko,Spezia,P,
leo sena,Spezia,C,
aramu,Venezia,C,https://fbref.com/en/players/0847b5a5/Mattia-Aramu
cuisance,Venezia,C,https://fbref.com/en/players/5722eced/Mickael-Cuisance
peretz,Venezia,C,https://fbref.com/en/players/e2a302a8/Dor-Peretz
fiordilino,Venezia,C,https://fbref.com/en/players/9bb1ad91/Luca-Fiordilino
mateju,Venezia,D,https://fbref.com/en/players/deb748c9/Ales-Mateju
ullmann,Venezia,D,https://fbref.com/en/players/caaf2ed1/Maximilian-Ullmann
svoboda,Venezia,D,https://fbref.com/en/players/8abd174d/Michael-Svoboda
molinaro,Venezia,D,https://fbref.com/en/players/1c8c5aed/Cristian-Molinaro
modolo,Venezia,D,https://fbref.com/en/players/fdcdb521/Marco-Modolo
maenpaa,Venezia,P,https://fbref.com/en/players/14a96e1c/Niki-Maenpaa
lezzerini,Venezia,P,https://fbref.com/en/players/c9c32262/Luca-Lezzerini
tessmann,Venezia,C,https://fbref.com/en/players/ac277993/Tanner-Tessmann
okereke,Venezia,A,https://fbref.com/en/players/d125f22f/David-Okereke
ebuehi,Venezia,D,https://fbref.com/en/players/6af30900/Tyronne-Ebuehi
vacca,Venezia,C,https://fbref.com/en/players/444c89d9/Antonio-Vacca
kiyine,Venezia,C,https://fbref.com/en/players/ce1806be/Sofian-Kiyine
nani,Venezia,A,https://fbref.com/en/players/15e9c7e6/Nani
caldara,Venezia,D,https://fbref.com/en/players/ac7e640b/Mattia-Caldara
johnsen,Venezia,A,https://fbref.com/en/players/66784dee/Dennis-Johnsen
haps,Venezia,D,https://fbref.com/en/players/c8d7131c/Ridgeciano-Haps
busio,Venezia,C,https://fbref.com/en/players/4a0b7f07/Gianluca-Busio
henry,Venezia,A,https://fbref.com/en/players/9ef42479/Thomas-Henry
ampadu,Venezia,D,https://fbref.com/en/players/10b9fa99/Ethan-Ampadu
ceccaroni,Venezia,D,https://fbref.com/en/players/4d1efb48/Pietro-Ceccaroni
crnigoj,Venezia,C,https://fbref.com/en/players/22cd43d2/Domen-Crnigoj
nsame,Venezia,A,https://fbref.com/en/players/12e6d21a/Jean-Pierre-Nsame
romero s,Venezia,P,https://fbref.com/en/players/1e26e376/Sergio-Romero
sigurdsson a,Venezia,C,https://fbref.com/en/players/f209b81e/Arnor-Sigurdsson
bertinato,Venezia,P,
neri,Venezia,P,
pecile,Venezia,C,
di tacchio,Salernitana,C,https://fbref.com/en/players/b5c3ff9f/Francesco-Di-Tacchio
vergani,Salernitana,A,https://fbref.com/en/players/2873973b/Edoardo-Vergani
strandberg,Salernitana,D,https://fbref.com/en/players/6d5e62b0/Stefan-Strandberg
jaroszynski,Salernitana,D,https://fbref.com/en/players/958a601f/Pawel-Jaroszynski
ruggeri,Salernitana,D,https://fbref.com/en/players/ae9898c5/Matteo-Ruggeri
belec,Salernitana,P,https://fbref.com/en/players/4f8ce0e1/Vid-Belec
fazio,Salernitana,D,https://fbref.com/en/players/4e358a2d/Federico-Fazio
gagliolo,Salernitana,D,https://fbref.com/en/players/173061c0/Riccardo-Gagliolo
gyomber,Salernitana,D,https://fbref.com/en/players/0be276c6/Norbert-Gyomber
obi,Salernitana,C,https://fbref.com/en/players/614c38fb/Joel-Obi
kechrida,Salernitana,D,https://fbref.com/en/players/11962fe7/Wajdi-Kechrida
dragusin,Salernitana,D,https://fbref.com/en/players/620922ed/Radu-Dragusin
bohinen,Salernitana,C,https://fbref.com/en/players/c83c203f/Emil-Bohinen
kastanos,Salernitana,C,https://fbref.com/en/players/2a82aa85/Grigoris-Kastanos
bonazzoli,Salernitana,A,https://fbref.com/en/players/bf57eaab/Federico-Bonazzoli
fiorillo,Salernitana,P,https://fbref.com/en/players/a2565f79/Vincenzo-Fiorillo
mazzocchi,Salernitana,D,https://fbref.com/en/players/eb0ec070/Pasquale-Mazzocchi
sepe,Salernitana,P,https://fbref.com/en/players/343f753a/Luigi-Sepe
mikael,Salernitana,A,https://fbref.com/en/players/33502726/Mikael
delli carri,Salernitana,D,https://fbref.com/en/players/d2e8fd9b/Filippo-Delli-Carri
verdi,Salernitana,C,https://fbref.com/en/players/0375723e/Simone-Verdi
ribery,Salernitana,A,https://fbref.com/en/players/f61c7c4e/Franck-Ribery
mousset,Salernitana,A,https://fbref.com/en/players/d9cfca3d/Lys-Mousset
perotti,Salernitana,C,https://fbref.com/en/players/a40d5a0c/Diego-Perotti
radovanovic,Salernitana,D,https://fbref.com/en/players/023937a9/Ivan-Radovanovic
zortea,Salernitana,D,https://fbref.com/en/players/82598b71/Nadir-Zortea
schiavone,Salernitana,C,https://fbref.com/en/players/4b55eb4d/Andrea-Schiavone
ederson ds,Salernitana,C,https://fbref.com/en/players/a9202def/Ederson
veseli,Salernitana,D,https://fbref.com/en/players/d541e703/Freddie-Veseli
russo,Salernitana,P,https://fbref.com/en/players/7152082d/Alessandro-Russo
capezzi,Salernitana,C,https://fbref.com/en/players/07ea0ef2/Leonardo-Capezzi
coulibaly m,Salernitana,C,https://fbref.com/en/players/c976160c/Mamadou-Coulibaly
ranieri l,Salernitana,D,https://fbref.com/en/players/8c63fae5/Luca-Ranieri
djuric,Salernitana,A,https://fbref.com/en/players/b64073a0/Andrei-Motoc
coulibaly l,Salernitana,C,
